Data;Produto;Região;Quantidade;Valor Unitário;Receita
19/11/2023;Maionese;Leste;641;99;63459
24/06/2022;Shampoo;Oeste;834;161;134274
30/03/2022;Detergente;Leste;830;147;122010
30/05/2023;Sabonete;Sul;694;218;151292
20/12/2023;Detergente;Norte;109;217;23653
03/08/2022;Suco;Sul;569;76;43244
06/03/2023;Sabonete;Leste;19;150;2850
24/03/2022;Shampoo;Oeste;117;242;28314
24/04/2022;Maionese;Leste;479;236;113044
16/10/2023;Pasta de dente;Leste;778;79;61462
03/05/2022;Detergente;Leste;65;91;5915
06/11/2022;Detergente;Sul;663;119;78897
05/10/2022;Shampoo;Norte;395;130;51350
16/07/2023;Shampoo;Norte;811;53;42983
30/07/2022;Maionese;Sul;583;40;23320
13/12/2022;Maionese;Sul;709;75;53175
24/04/2022;Suco;Sul;702;151;106002
09/02/2022;Maionese;Leste;670;85;56950
01/07/2022;Shampoo;Sul;219;124;27156
06/11/2023;Suco;Norte;807;111;89577
17/04/2023;Shampoo;Sul;102;172;17544
07/02/2022;Detergente;Sul;908;228;207024
23/11/2023;Suco;Leste;252;126;31752
23/04/2022;Suco;Sul;814;5;4070
18/05/2022;Pasta de dente;Oeste;991;150;148650
15/10/2022;Maionese;Leste;537;155;83235
27/01/2022;Detergente;Norte;268;14;3752
16/06/2023;Sabonete;Norte;322;213;68586
03/05/2023;Pasta de dente;Leste;740;253;187220
08/11/2023;Shampoo;Leste;446;91;40586
18/11/2023;Shampoo;Norte;71;214;15194
29/06/2023;Maionese;Norte;556;51;28356
09/08/2022;Sabonete;Oeste;356;75;26700
18/07/2023;Suco;Leste;405;110;44550
05/09/2023;Pasta de dente;Leste;279;224;62496
08/06/2022;Pasta de dente;Sul;534;209;111606
26/07/2023;Suco;Norte;910;142;129220
24/08/2022;Sabonete;Sul;146;252;36792
16/06/2022;Shampoo;Leste;20;16;320
09/04/2023;Maionese;Leste;368;151;55568
01/05/2023;Suco;Sul;700;162;113400
27/10/2022;Sabonete;Sul;292;59;17228
12/04/2023;Suco;Leste;537;238;127806
19/12/2022;Shampoo;Norte;510;118;60180
08/08/2023;Shampoo;Norte;470;178;83660
14/12/2022;Shampoo;Norte;411;99;40689
21/11/2022;Sabonete;Sul;424;92;39008
10/06/2023;Pasta de dente;Sul;534;190;101460
01/05/2022;Detergente;Sul;468;127;59436
28/03/2023;Pasta de dente;Sul;296;243;71928
15/02/2022;Suco;Sul;826;77;63602
22/09/2023;Shampoo;Oeste;339;39;13221
13/03/2022;Suco;Norte;861;179;154119
20/11/2023;Suco;Norte;480;47;22560
30/05/2023;Maionese;Oeste;124;127;15748
14/09/2023;Pasta de dente;Norte;277;37;10249
13/07/2022;Sabonete;Leste;393;14;5502
15/03/2022;Shampoo;Oeste;56;231;12936
25/11/2023;Shampoo;Oeste;469;37;17353
28/01/2022;Detergente;Sul;746;1;746
24/10/2022;Shampoo;Norte;5;105;525
07/01/2023;Shampoo;Sul;718;229;164422
04/07/2022;Sabonete;Norte;668;172;114896
18/09/2022;Maionese;Sul;795;144;114480
16/09/2022;Sabonete;Sul;96;230;22080
04/10/2022;Suco;Sul;127;52;6604
30/05/2022;Detergente;Leste;111;211;23421
13/11/2022;Detergente;Leste;609;88;53592
23/12/2022;Pasta de dente;Oeste;644;49;31556
19/04/2022;Shampoo;Sul;370;147;54390
28/02/2023;Maionese;Leste;364;208;75712
24/03/2022;Sabonete;Norte;694;187;129778
17/03/2023;Suco;Sul;74;221;16354
10/02/2022;Suco;Leste;585;198;115830
23/06/2023;Sabonete;Oeste;264;49;12936
21/09/2023;Sabonete;Oeste;192;180;34560
12/04/2022;Pasta de dente;Norte;142;190;26980
12/05/2022;Suco;Sul;342;138;47196
26/07/2022;Detergente;Norte;944;182;171808
27/10/2023;Pasta de dente;Norte;15;62;930
28/09/2023;Suco;Oeste;270;212;57240
27/03/2023;Pasta de dente;Leste;403;55;22165
20/06/2023;Pasta de dente;Norte;586;226;132436
03/10/2022;Detergente;Oeste;90;44;3960
06/05/2023;Suco;Leste;860;226;194360
01/07/2023;Suco;Leste;576;79;45504
10/12/2023;Suco;Sul;888;248;220224
09/03/2023;Maionese;Norte;910;74;67340
07/07/2023;Detergente;Leste;246;232;57072
19/05/2023;Shampoo;Norte;248;163;40424
09/03/2022;Shampoo;Sul;705;120;84600
14/12/2022;Pasta de dente;Sul;611;186;113646
06/03/2022;Pasta de dente;Leste;255;125;31875
17/01/2023;Suco;Sul;748;187;139876
06/05/2023;Sabonete;Sul;175;21;3675
01/08/2023;Maionese;Sul;6;78;468
24/05/2023;Sabonete;Norte;960;131;125760
06/09/2023;Shampoo;Norte;104;41;4264
17/01/2022;Sabonete;Leste;522;186;97092
30/07/2023;Shampoo;Oeste;904;143;129272
17/08/2022;Pasta de dente;Oeste;252;172;43344
07/08/2023;Shampoo;Oeste;961;184;176824
18/12/2023;Detergente;Leste;668;194;129592
14/10/2022;Suco;Leste;937;79;74023
21/12/2023;Suco;Sul;395;22;8690
30/05/2022;Pasta de dente;Leste;477;235;112095
30/08/2023;Maionese;Sul;76;7;532
21/01/2022;Suco;Sul;854;159;135786
19/02/2023;Sabonete;Oeste;586;188;110168
20/11/2022;Maionese;Leste;638;242;154396
02/01/2022;Suco;Sul;156;158;24648
28/05/2023;Sabonete;Leste;459;123;56457
23/05/2023;Maionese;Leste;12;54;648
28/10/2022;Sabonete;Sul;238;50;11900
01/06/2023;Sabonete;Sul;426;169;71994
01/07/2023;Sabonete;Oeste;747;160;119520
15/06/2022;Suco;Leste;572;234;133848
15/09/2023;Suco;Oeste;22;47;1034
13/10/2023;Detergente;Oeste;794;106;84164
14/03/2023;Detergente;Leste;550;154;84700
11/10/2023;Detergente;Leste;928;123;114144
16/07/2022;Maionese;Norte;614;207;127098
20/07/2023;Maionese;Leste;453;163;73839
16/08/2023;Pasta de dente;Sul;163;1;163
25/04/2023;Shampoo;Leste;116;1;116
12/04/2022;Maionese;Sul;346;219;75774
10/03/2022;Maionese;Sul;407;235;95645
15/09/2022;Detergente;Norte;407;155;63085
23/06/2022;Detergente;Oeste;749;217;162533
31/03/2023;Shampoo;Sul;709;112;79408
09/01/2023;Maionese;Sul;970;162;157140
13/07/2023;Pasta de dente;Oeste;952;200;190400
20/10/2022;Detergente;Oeste;43;212;9116
14/12/2022;Suco;Oeste;240;38;9120
02/12/2023;Sabonete;Sul;979;89;87131
30/10/2022;Suco;Oeste;442;148;65416
10/03/2023;Detergente;Norte;486;245;119070
10/06/2022;Pasta de dente;Oeste;428;192;82176
09/05/2023;Sabonete;Leste;464;240;111360
10/05/2023;Shampoo;Oeste;827;126;104202
04/12/2022;Pasta de dente;Leste;983;91;89453
29/08/2023;Pasta de dente;Sul;997;23;22931
18/05/2023;Suco;Oeste;318;29;9222
20/04/2022;Suco;Oeste;401;154;61754
01/10/2022;Detergente;Sul;692;199;137708
15/06/2023;Pasta de dente;Sul;178;69;12282
29/09/2023;Shampoo;Norte;44;80;3520
19/06/2022;Suco;Oeste;680;190;129200
14/07/2022;Maionese;Sul;417;98;40866
02/08/2023;Maionese;Leste;27;2;54
29/10/2022;Sabonete;Oeste;515;192;98880
28/07/2023;Detergente;Norte;722;77;55594
11/02/2022;Detergente;Sul;116;20;2320
03/12/2022;Shampoo;Norte;82;80;6560
09/07/2022;Detergente;Oeste;323;102;32946
30/05/2022;Suco;Norte;680;187;127160
28/01/2023;Detergente;Leste;263;199;52337
30/07/2023;Sabonete;Sul;238;207;49266
01/01/2023;Shampoo;Sul;103;186;19158
12/06/2023;Maionese;Oeste;88;140;12320
01/04/2023;Pasta de dente;Sul;46;243;11178
24/10/2022;Detergente;Oeste;256;225;57600
06/06/2022;Shampoo;Norte;891;214;190674
18/06/2022;Shampoo;Oeste;262;135;35370
19/10/2023;Shampoo;Sul;449;108;48492
09/03/2022;Sabonete;Sul;540;76;41040
20/06/2023;Maionese;Leste;255;8;2040
26/08/2023;Suco;Norte;664;218;144752
10/09/2022;Shampoo;Leste;826;17;14042
09/07/2022;Suco;Leste;401;32;12832
06/07/2023;Maionese;Norte;822;21;17262
09/11/2023;Detergente;Leste;775;125;96875
18/05/2023;Shampoo;Oeste;827;133;109991
21/08/2023;Shampoo;Sul;745;146;108770
03/06/2022;Sabonete;Norte;344;235;80840
07/05/2023;Sabonete;Norte;435;154;66990
24/08/2023;Pasta de dente;Norte;627;212;132924
05/11/2022;Pasta de dente;Norte;988;212;209456
14/06/2023;Sabonete;Oeste;829;54;44766
07/07/2023;Pasta de dente;Norte;600;79;47400
18/02/2023;Maionese;Leste;459;23;10557
07/11/2022;Shampoo;Leste;774;110;85140
18/06/2023;Shampoo;Leste;601;159;95559
04/10/2022;Detergente;Leste;74;182;13468
23/05/2023;Pasta de dente;Leste;843;166;139938
13/03/2023;Detergente;Oeste;638;161;102718
31/01/2022;Maionese;Norte;49;78;3822
11/05/2023;Suco;Sul;504;21;10584
15/02/2023;Suco;Oeste;106;122;12932
06/05/2022;Maionese;Sul;409;40;16360
19/11/2022;Maionese;Sul;7;117;819
05/09/2022;Shampoo;Norte;829;59;48911
12/11/2022;Pasta de dente;Leste;327;229;74883
23/03/2023;Maionese;Norte;561;25;14025
23/04/2022;Shampoo;Oeste;358;242;86636
04/06/2022;Suco;Norte;729;24;17496
16/09/2023;Suco;Norte;601;183;109983
25/03/2023;Sabonete;Leste;927;249;230823
14/07/2022;Shampoo;Sul;129;83;10707
18/03/2022;Suco;Oeste;154;65;10010
21/04/2022;Pasta de dente;Oeste;247;121;29887
06/09/2022;Sabonete;Norte;355;54;19170
03/06/2022;Detergente;Oeste;414;19;7866
24/09/2022;Sabonete;Leste;387;81;31347
04/12/2022;Pasta de dente;Norte;674;172;115928
07/06/2023;Sabonete;Sul;73;172;12556
05/05/2022;Sabonete;Sul;97;99;9603
15/09/2023;Maionese;Oeste;899;204;183396
05/05/2022;Sabonete;Leste;720;192;138240
03/01/2022;Pasta de dente;Norte;923;235;216905
27/06/2023;Detergente;Leste;557;207;115299
30/08/2023;Suco;Sul;280;249;69720
11/12/2022;Detergente;Leste;92;101;9292
26/06/2022;Shampoo;Leste;148;146;21608
09/09/2023;Detergente;Norte;766;187;143242
17/09/2023;Shampoo;Oeste;661;240;158640
14/10/2022;Sabonete;Norte;667;17;11339
02/12/2023;Shampoo;Norte;399;105;41895
22/12/2022;Detergente;Oeste;122;190;23180
20/06/2023;Detergente;Sul;318;80;25440
17/05/2022;Suco;Sul;729;71;51759
08/01/2023;Suco;Sul;271;52;14092
14/09/2022;Suco;Leste;536;235;125960
27/02/2023;Pasta de dente;Oeste;512;133;68096
10/11/2023;Detergente;Oeste;666;96;63936
03/10/2023;Suco;Oeste;504;196;98784
09/04/2023;Pasta de dente;Oeste;845;56;47320
22/02/2023;Pasta de dente;Norte;536;84;45024
04/08/2023;Detergente;Leste;981;171;167751
19/12/2022;Shampoo;Norte;268;22;5896
03/11/2023;Suco;Sul;592;16;9472
19/08/2022;Suco;Oeste;687;228;156636
15/04/2023;Sabonete;Sul;647;106;68582
24/01/2023;Shampoo;Sul;648;121;78408
06/09/2023;Suco;Leste;48;114;5472
11/09/2022;Shampoo;Leste;953;162;154386
27/03/2023;Sabonete;Norte;133;183;24339
28/04/2023;Pasta de dente;Norte;186;9;1674
06/03/2023;Suco;Norte;81;83;6723
12/02/2022;Suco;Sul;753;5;3765
16/03/2022;Maionese;Norte;852;187;159324
16/07/2022;Maionese;Oeste;530;26;13780
22/11/2022;Sabonete;Sul;267;89;23763
26/04/2023;Pasta de dente;Leste;551;227;125077
01/07/2023;Maionese;Oeste;411;208;85488
14/08/2023;Suco;Sul;851;96;81696
15/02/2023;Sabonete;Sul;337;7;2359
14/09/2022;Maionese;Norte;379;93;35247
25/05/2023;Shampoo;Norte;415;77;31955
11/08/2022;Suco;Sul;677;58;39266
08/08/2023;Detergente;Oeste;388;76;29488
13/01/2022;Suco;Norte;859;238;204442
06/03/2022;Detergente;Leste;39;204;7956
10/05/2023;Pasta de dente;Sul;900;231;207900
19/09/2023;Pasta de dente;Oeste;437;17;7429
27/12/2022;Shampoo;Norte;766;180;137880
01/11/2022;Pasta de dente;Leste;378;118;44604
18/10/2023;Sabonete;Sul;376;174;65424
07/02/2022;Shampoo;Leste;249;138;34362
17/01/2023;Pasta de dente;Sul;690;147;101430
25/08/2023;Detergente;Sul;188;194;36472
03/01/2023;Sabonete;Norte;501;135;67635
22/03/2022;Pasta de dente;Oeste;332;11;3652
10/09/2023;Detergente;Leste;430;77;33110
04/07/2022;Sabonete;Norte;122;128;15616
06/08/2023;Suco;Sul;466;214;99724
03/06/2023;Suco;Sul;754;115;86710
30/09/2022;Sabonete;Oeste;360;43;15480
11/09/2022;Shampoo;Leste;243;69;16767
15/02/2023;Pasta de dente;Oeste;415;252;104580
01/02/2023;Detergente;Oeste;530;134;71020
22/04/2022;Detergente;Sul;70;17;1190
15/12/2023;Pasta de dente;Oeste;151;190;28690
30/10/2022;Pasta de dente;Leste;293;200;58600
17/04/2023;Sabonete;Sul;227;113;25651
09/03/2023;Pasta de dente;Sul;527;232;122264
23/04/2022;Shampoo;Sul;228;170;38760
02/09/2023;Maionese;Norte;529;121;64009
10/02/2022;Suco;Norte;890;209;186010
21/06/2023;Pasta de dente;Sul;757;92;69644
15/06/2023;Detergente;Leste;423;56;23688
11/12/2022;Shampoo;Norte;857;195;167115
22/12/2023;Sabonete;Sul;510;243;123930
01/03/2022;Sabonete;Leste;57;23;1311
10/09/2022;Detergente;Oeste;240;10;2400
22/06/2022;Suco;Leste;746;86;64156
11/07/2022;Shampoo;Leste;442;31;13702
02/01/2022;Pasta de dente;Leste;6;183;1098
27/12/2022;Shampoo;Sul;498;241;120018
27/05/2022;Shampoo;Leste;6;229;1374
25/11/2022;Suco;Oeste;852;192;163584
14/04/2022;Maionese;Leste;332;2;664
23/01/2023;Maionese;Sul;260;61;15860
08/01/2023;Maionese;Leste;750;2;1500
01/02/2023;Detergente;Oeste;151;247;37297
04/10/2023;Sabonete;Oeste;126;104;13104
05/08/2023;Suco;Sul;703;236;165908
11/05/2022;Shampoo;Sul;540;195;105300
19/01/2022;Sabonete;Sul;850;41;34850
29/11/2022;Detergente;Norte;364;21;7644
10/01/2023;Pasta de dente;Norte;500;148;74000
24/04/2023;Shampoo;Norte;651;40;26040
15/05/2023;Sabonete;Leste;28;105;2940
02/02/2022;Suco;Oeste;461;169;77909
04/06/2022;Detergente;Leste;188;97;18236
25/10/2023;Suco;Oeste;631;16;10096
03/03/2023;Suco;Leste;373;108;40284
20/09/2023;Shampoo;Oeste;29;108;3132
12/02/2023;Suco;Norte;221;69;15249
16/07/2022;Maionese;Leste;296;130;38480
18/07/2022;Shampoo;Sul;307;102;31314
19/08/2023;Suco;Norte;960;251;240960
20/08/2022;Shampoo;Oeste;530;30;15900
24/03/2022;Pasta de dente;Oeste;181;203;36743
14/06/2023;Suco;Sul;878;119;104482
04/08/2022;Detergente;Leste;759;10;7590
29/04/2023;Maionese;Sul;564;26;14664
03/09/2022;Detergente;Oeste;989;110;108790
06/07/2023;Pasta de dente;Norte;99;104;10296
15/08/2023;Maionese;Oeste;145;86;12470
26/12/2023;Pasta de dente;Norte;694;43;29842
16/07/2022;Detergente;Leste;342;213;72846
12/08/2023;Suco;Norte;707;111;78477
08/01/2022;Pasta de dente;Leste;282;157;44274
13/09/2022;Sabonete;Norte;741;201;148941
10/10/2022;Maionese;Oeste;2;72;144
07/08/2022;Sabonete;Sul;794;141;111954
27/04/2023;Pasta de dente;Oeste;255;63;16065
18/03/2022;Suco;Norte;384;139;53376
23/04/2023;Detergente;Leste;269;40;10760
07/04/2022;Detergente;Leste;211;252;53172
05/11/2023;Sabonete;Leste;647;152;98344
18/02/2023;Suco;Leste;730;196;143080
16/01/2022;Sabonete;Oeste;178;195;34710
05/02/2022;Maionese;Norte;329;20;6580
02/12/2022;Pasta de dente;Sul;101;28;2828
04/04/2022;Pasta de dente;Norte;643;52;33436
16/04/2023;Maionese;Norte;273;112;30576
17/02/2022;Sabonete;Oeste;824;91;74984
24/11/2023;Maionese;Leste;513;192;98496
07/03/2022;Shampoo;Sul;444;34;15096
17/02/2022;Shampoo;Sul;906;86;77916
30/12/2022;Shampoo;Leste;528;23;12144
15/11/2022;Sabonete;Norte;93;34;3162
19/04/2023;Suco;Leste;294;68;19992
16/12/2023;Pasta de dente;Sul;589;115;67735
06/06/2023;Maionese;Norte;5;101;505
21/12/2023;Pasta de dente;Norte;720;247;177840
21/06/2023;Sabonete;Oeste;492;40;19680
11/07/2023;Shampoo;Oeste;976;177;172752
06/12/2023;Sabonete;Sul;494;247;122018
25/04/2022;Detergente;Norte;409;73;29857
07/07/2023;Pasta de dente;Leste;655;83;54365
30/08/2023;Pasta de dente;Oeste;112;211;23632
23/07/2022;Shampoo;Sul;239;223;53297
22/01/2023;Suco;Sul;258;198;51084
19/09/2022;Pasta de dente;Sul;947;55;52085
24/03/2022;Shampoo;Oeste;246;115;28290
01/11/2022;Maionese;Oeste;846;226;191196
06/11/2022;Detergente;Leste;47;125;5875
24/11/2023;Shampoo;Leste;99;197;19503
29/06/2023;Detergente;Sul;93;73;6789
14/01/2022;Detergente;Oeste;691;214;147874
01/11/2023;Maionese;Oeste;902;228;205656
12/02/2023;Pasta de dente;Leste;168;194;32592
04/09/2022;Maionese;Leste;304;1;304
18/06/2023;Shampoo;Sul;746;143;106678
25/12/2022;Suco;Sul;717;212;152004
30/03/2023;Suco;Sul;739;93;68727
09/04/2022;Detergente;Oeste;486;155;75330
07/09/2022;Detergente;Oeste;442;176;77792
24/03/2022;Maionese;Norte;82;69;5658
26/11/2022;Shampoo;Sul;864;159;137376
16/10/2022;Pasta de dente;Leste;723;223;161229
27/03/2023;Shampoo;Sul;515;19;9785
13/05/2022;Pasta de dente;Oeste;719;250;179750
25/07/2023;Detergente;Leste;129;54;6966
22/01/2022;Pasta de dente;Leste;588;173;101724
06/04/2023;Maionese;Sul;97;111;10767
19/09/2023;Sabonete;Norte;552;103;56856
03/12/2023;Shampoo;Sul;751;56;42056
07/10/2023;Maionese;Leste;265;149;39485
26/06/2023;Pasta de dente;Leste;93;217;20181
05/06/2023;Suco;Leste;588;45;26460
25/10/2023;Maionese;Oeste;246;150;36900
25/04/2023;Shampoo;Sul;974;1;974
16/04/2022;Shampoo;Sul;563;171;96273
02/12/2022;Maionese;Norte;843;77;64911
12/09/2023;Sabonete;Oeste;129;143;18447
25/10/2022;Shampoo;Norte;44;16;704
23/01/2023;Detergente;Oeste;916;214;196024
17/08/2022;Detergente;Oeste;847;238;201586
03/09/2023;Suco;Norte;401;138;55338
18/01/2022;Sabonete;Oeste;421;218;91778
14/07/2023;Detergente;Sul;893;191;170563
21/07/2023;Detergente;Leste;726;15;10890
02/04/2023;Maionese;Oeste;165;12;1980
14/04/2022;Suco;Oeste;168;222;37296
26/09/2023;Suco;Leste;466;71;33086
16/04/2023;Maionese;Oeste;107;173;18511
27/01/2022;Detergente;Norte;786;39;30654
17/02/2022;Detergente;Oeste;820;25;20500
05/10/2023;Pasta de dente;Sul;771;46;35466
20/07/2023;Sabonete;Leste;368;7;2576
04/03/2023;Sabonete;Norte;567;194;109998
18/01/2023;Detergente;Oeste;91;104;9464
06/01/2022;Pasta de dente;Oeste;522;183;95526
03/07/2022;Suco;Leste;806;45;36270
07/09/2022;Detergente;Oeste;24;222;5328
05/01/2022;Suco;Oeste;297;38;11286
12/09/2023;Sabonete;Sul;331;44;14564
24/11/2022;Suco;Oeste;790;161;127190
13/05/2022;Suco;Sul;993;161;159873
12/08/2022;Detergente;Oeste;407;85;34595
25/01/2022;Shampoo;Leste;1;91;91
08/03/2023;Shampoo;Norte;522;230;120060
22/12/2023;Shampoo;Oeste;732;153;111996
19/05/2022;Sabonete;Oeste;871;144;125424
19/01/2023;Maionese;Leste;385;11;4235
29/10/2022;Sabonete;Oeste;430;32;13760
03/04/2022;Shampoo;Leste;756;232;175392
03/12/2022;Pasta de dente;Norte;681;85;57885
30/11/2022;Suco;Oeste;618;210;129780
31/07/2023;Sabonete;Leste;216;172;37152
18/11/2022;Suco;Leste;508;119;60452
13/06/2022;Pasta de dente;Norte;535;179;95765
30/04/2022;Sabonete;Leste;73;210;15330
08/05/2022;Shampoo;Oeste;923;206;190138
10/10/2022;Detergente;Norte;186;108;20088
10/11/2022;Pasta de dente;Sul;348;173;60204
22/11/2022;Pasta de dente;Sul;326;8;2608
08/08/2022;Pasta de dente;Leste;373;229;85417
03/10/2022;Shampoo;Sul;375;201;75375
24/06/2022;Detergente;Leste;1;182;182
29/10/2023;Sabonete;Leste;804;60;48240
29/09/2023;Sabonete;Leste;95;113;10735
13/10/2023;Maionese;Sul;537;106;56922
03/03/2023;Suco;Leste;912;98;89376
11/08/2023;Pasta de dente;Oeste;827;32;26464
28/09/2022;Detergente;Oeste;80;165;13200
31/07/2023;Suco;Norte;619;68;42092
17/02/2023;Maionese;Oeste;921;193;177753
02/06/2023;Sabonete;Oeste;966;24;23184
24/04/2022;Suco;Sul;522;39;20358
25/06/2023;Maionese;Norte;948;239;226572
20/05/2022;Detergente;Norte;927;119;110313
19/12/2023;Sabonete;Norte;232;74;17168
24/01/2023;Sabonete;Sul;785;163;127955
21/05/2023;Pasta de dente;Norte;873;54;47142
25/12/2022;Pasta de dente;Oeste;178;204;36312
15/09/2022;Pasta de dente;Oeste;418;203;84854
06/08/2023;Shampoo;Leste;619;12;7428
25/03/2023;Maionese;Leste;471;12;5652
03/04/2022;Suco;Leste;993;82;81426
06/09/2023;Shampoo;Sul;766;246;188436
18/02/2022;Sabonete;Oeste;889;113;100457
10/12/2022;Sabonete;Norte;798;140;111720
22/11/2023;Maionese;Sul;822;88;72336
10/05/2023;Detergente;Sul;300;119;35700
05/05/2022;Suco;Sul;790;180;142200
01/10/2023;Shampoo;Leste;862;62;53444
20/06/2022;Sabonete;Norte;455;89;40495
24/11/2023;Detergente;Leste;149;3;447
02/01/2024;Maionese;Sul;663;156;103428
03/11/2022;Sabonete;Norte;554;84;46536
29/12/2023;Shampoo;Norte;276;89;24564
04/05/2023;Pasta de dente;Sul;216;153;33048
21/08/2023;Detergente;Leste;465;183;85095
06/02/2023;Pasta de dente;Leste;866;52;45032
11/06/2022;Shampoo;Norte;200;103;20600
25/04/2022;Pasta de dente;Oeste;421;199;83779
07/01/2022;Pasta de dente;Leste;650;144;93600
23/04/2022;Sabonete;Sul;468;115;53820
16/10/2023;Detergente;Oeste;224;127;28448
22/08/2022;Pasta de dente;Leste;710;244;173240
17/08/2022;Maionese;Oeste;60;37;2220
17/07/2022;Pasta de dente;Leste;598;42;25116
18/12/2022;Shampoo;Norte;330;145;47850
05/08/2023;Shampoo;Leste;884;162;143208
27/09/2022;Detergente;Leste;516;2;1032
16/03/2022;Detergente;Oeste;84;133;11172
24/12/2022;Suco;Leste;176;84;14784
14/04/2023;Sabonete;Sul;716;145;103820
15/06/2022;Sabonete;Sul;639;208;132912
22/09/2023;Suco;Sul;343;152;52136
17/04/2022;Suco;Leste;911;49;44639
10/07/2022;Sabonete;Leste;351;87;30537
07/02/2022;Maionese;Leste;47;35;1645
27/12/2022;Pasta de dente;Leste;450;5;2250
07/11/2022;Maionese;Sul;557;105;58485
10/01/2023;Pasta de dente;Oeste;684;29;19836
07/10/2022;Suco;Sul;887;223;197801
25/10/2022;Suco;Sul;108;98;10584
13/11/2023;Suco;Leste;42;18;756
02/05/2023;Pasta de dente;Sul;425;135;57375
26/03/2023;Pasta de dente;Norte;880;239;210320
16/12/2023;Sabonete;Leste;965;75;72375
19/10/2022;Detergente;Leste;898;95;85310
07/05/2022;Shampoo;Leste;843;220;185460
21/07/2022;Suco;Leste;830;230;190900
01/02/2022;Suco;Leste;65;150;9750
03/03/2022;Pasta de dente;Norte;45;122;5490
17/08/2023;Sabonete;Sul;182;176;32032
21/02/2023;Suco;Norte;284;15;4260
28/03/2023;Pasta de dente;Norte;190;56;10640
18/05/2023;Detergente;Leste;834;139;115926
15/05/2023;Pasta de dente;Norte;321;133;42693
03/02/2023;Pasta de dente;Leste;944;117;110448
23/11/2023;Maionese;Sul;391;233;91103
01/03/2023;Sabonete;Norte;119;173;20587
02/10/2023;Shampoo;Leste;397;116;46052
19/09/2022;Detergente;Sul;218;117;25506
15/12/2023;Sabonete;Leste;235;3;705
23/05/2022;Maionese;Norte;622;51;31722
08/11/2023;Detergente;Norte;155;68;10540
04/05/2022;Pasta de dente;Norte;287;107;30709
07/08/2023;Sabonete;Sul;535;162;86670
07/01/2023;Detergente;Norte;616;39;24024
04/03/2022;Detergente;Leste;473;203;96019
23/09/2023;Suco;Norte;704;224;157696
24/08/2023;Detergente;Sul;960;144;138240
21/07/2022;Maionese;Sul;441;187;82467
26/12/2023;Suco;Sul;293;136;39848
19/07/2022;Pasta de dente;Leste;321;212;68052
30/06/2022;Shampoo;Oeste;978;185;180930
11/05/2022;Shampoo;Norte;933;25;23325
11/08/2022;Detergente;Leste;190;124;23560
09/03/2023;Suco;Oeste;654;178;116412
19/12/2023;Shampoo;Oeste;654;18;11772
11/03/2022;Pasta de dente;Sul;53;169;8957
19/04/2022;Detergente;Norte;862;215;185330
14/06/2023;Maionese;Oeste;816;146;119136
14/07/2022;Sabonete;Norte;516;183;94428
15/07/2023;Shampoo;Oeste;312;39;12168
11/07/2023;Detergente;Sul;640;40;25600
02/06/2023;Sabonete;Sul;643;177;113811
23/03/2023;Suco;Leste;569;214;121766
03/07/2022;Shampoo;Norte;627;156;97812
15/03/2022;Suco;Norte;992;175;173600
14/05/2022;Pasta de dente;Sul;277;10;2770
08/09/2023;Sabonete;Norte;995;7;6965
01/07/2022;Sabonete;Norte;31;165;5115
16/07/2023;Detergente;Oeste;635;53;33655
12/03/2022;Maionese;Leste;258;107;27606
15/01/2023;Shampoo;Leste;255;181;46155
05/03/2023;Sabonete;Leste;120;72;8640
11/01/2023;Pasta de dente;Oeste;388;17;6596
21/10/2022;Maionese;Norte;545;95;51775
20/05/2023;Suco;Leste;706;95;67070
23/11/2023;Sabonete;Leste;905;82;74210
27/04/2022;Suco;Leste;599;145;86855
04/11/2022;Suco;Leste;515;44;22660
07/07/2023;Suco;Leste;345;74;25530
04/01/2022;Pasta de dente;Leste;19;38;722
22/04/2022;Detergente;Norte;801;235;188235
30/01/2023;Maionese;Oeste;786;41;32226
26/08/2022;Detergente;Sul;681;114;77634
17/10/2023;Suco;Oeste;247;13;3211
24/09/2023;Detergente;Norte;818;49;40082
04/12/2022;Suco;Oeste;979;131;128249
24/01/2023;Shampoo;Sul;512;100;51200
01/08/2023;Shampoo;Oeste;904;84;75936
06/01/2023;Detergente;Oeste;936;98;91728
17/03/2022;Suco;Sul;894;82;73308
28/08/2023;Maionese;Leste;366;42;15372
05/09/2022;Pasta de dente;Norte;615;75;46125
03/08/2023;Maionese;Oeste;653;166;108398
25/12/2022;Shampoo;Sul;871;103;89713
14/05/2022;Detergente;Sul;205;69;14145
01/08/2022;Sabonete;Oeste;364;127;46228
25/01/2023;Maionese;Leste;817;142;116014
04/07/2022;Pasta de dente;Norte;155;112;17360
10/09/2022;Shampoo;Leste;328;73;23944
11/05/2022;Sabonete;Norte;532;187;99484
17/07/2023;Maionese;Leste;873;7;6111
30/01/2023;Maionese;Oeste;800;136;108800
04/06/2022;Pasta de dente;Oeste;973;249;242277
20/04/2022;Pasta de dente;Oeste;1;100;100
18/10/2022;Suco;Leste;214;186;39804
21/03/2023;Suco;Leste;945;200;189000
12/09/2022;Shampoo;Oeste;790;169;133510
21/02/2022;Sabonete;Oeste;196;120;23520
21/04/2023;Detergente;Leste;215;188;40420
01/03/2023;Sabonete;Oeste;613;154;94402
24/10/2023;Shampoo;Norte;845;212;179140
